"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instructions1","correct_instructions2","correct_instructions3","correct_keyboard_response","correct_response","count_block_loop","count_block_sequence","count_end_of_experiment","count_error","count_experiment","count_experimental_loop","count_fixation_dot","count_fraction","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_logger","count_rest","count_trial_sequence","datetime","denomColor","denomSalience","denominator","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block_loop","live_row_experimental_loop","logfile","mouse_backend","numColor","numSalience","numerator","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_rest","response_time","response_time_end_of_experiment","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","response_time_rest","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_block_loop","time_block_sequence","time_end_of_experiment","time_error","time_experiment","time_experimental_loop","time_fixation_dot","time_fraction","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_logger","time_rest","time_trial_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"90.9090909091","90.9090909091","545.090909091","545.090909091","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","10","0","0","10","10","0","0","0","10","10","0","10","Tue May  1 12:57:10 2018","#757575","low","2","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","10","10","0","/Users/tom/github/sft-fraction/exp1/data/subject-5b.csv","legacy","#000000","high","3","Jazzy James","3.1.9","0","a","NA","space","space","space","a","NA","467","NA","27594","2593","1782","467","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","absent","33110","33110","NA","38899","1052","33094","45762","46283","1083","28699","31310","46283","46751","NA","45745","Fraction component detection task","10","5996","11","yes","1280"
"91.6666666667","91.6666666667","536.916666667","536.916666667","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","11","0","0","11","11","0","0","0","11","11","0","11","Tue May  1 12:57:10 2018","#757575","low","4","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","11","11","0","/Users/tom/github/sft-fraction/exp1/data/subject-5b.csv","legacy","#757575","low","7","Jazzy James","3.1.9","0","l","NA","space","space","space","l","NA","447","NA","27594","2593","1782","447","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","present","33110","33110","NA","38899","1052","33094","46835","47351","1083","28699","31310","47351","47799","NA","46820","Fraction component detection task","11","6443","12","yes","1280"
"92.3076923077","92.3076923077","527.538461538","527.538461538","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","12","0","0","12","12","0","0","0","12","12","0","12","Tue May  1 12:57:10 2018","#757575","low","7","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","12","12","0","/Users/tom/github/sft-fraction/exp1/data/subject-5b.csv","legacy","#757575","low","7","Jazzy James","3.1.9","0","l","NA","space","space","space","l","NA","415","NA","27594","2593","1782","415","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","present","33110","33110","NA","38899","1052","33094","47883","48399","1083","28699","31310","48399","48815","NA","47863","Fraction component detection task","12","6858","13","yes","1280"
"92.8571428571","92.8571428571","524.428571429","524.428571429","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","13","0","0","13","13","0","0","0","13","13","0","13","Tue May  1 12:57:10 2018","#757575","low","3","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","13","13","0","/Users/tom/github/sft-fraction/exp1/data/subject-5b.csv","legacy","#000000","high","4","Jazzy James","3.1.9","0","a","NA","space","space","space","a","NA","484","NA","27594","2593","1782","484","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","absent","33110","33110","NA","38899","1052","33094","48901","49418","1083","28699","31310","49418","49904","NA","48881","Fraction component detection task","13","7342","14","yes","1280"
"93.3333333333","93.3333333333","515.666666667","515.666666667","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","14","0","0","14","14","0","0","0","14","14","0","14","Tue May  1 12:57:10 2018","#757575","low","3","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","14","14","0","/Users/tom/github/sft-fraction/exp1/data/subject-5b.csv","legacy","#757575","low","2","Jazzy James","3.1.9","0","a","NA","space","space","space","a","NA","393","NA","27594","2593","1782","393","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","absent","33110","33110","NA","38899","1052","33094","49985","50501","1083","28699","31310","50501","50896","NA","49970","Fraction component detection task","14","7735","15","yes","1280"
"93.75","93.75","514.625","514.625","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","15","0","0","15","15","0","0","0","15","15","0","15","Tue May  1 12:57:10 2018","#757575","low","7","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","15","15","0","/Users/tom/github/sft-fraction/exp1/data/subject-5b.csv","legacy","#000000","high","7","Jazzy James","3.1.9","0","l","NA","space","space","space","l","NA","499","NA","27594","2593","1782","499","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","present","33110","33110","NA","38899","1052","33094","50975","51491","1083","28699","31310","51491","51992","NA","50959","Fraction component detection task","15","8234","16","yes","1280"
"94.1176470588","94.1176470588","507.647058824","507.647058824","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","16","0","0","16","16","0","0","0","16","16","0","16","Tue May  1 12:57:10 2018","#000000","high","8","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","16","16","0","/Users/tom/github/sft-fraction/exp1/data/subject-5b.csv","legacy","#000000","high","8","Jazzy James","3.1.9","0","l","NA","space","space","space","l","NA","396","NA","27594","2593","1782","396","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","present","33110","33110","NA","38899","1052","33094","52074","52594","1083","28699","31310","52594","52992","NA","52058","Fraction component detection task","16","8630","17","yes","1280"
"94.4444444444","94.4444444444","502.111111111","502.111111111","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","17","0","0","17","17","0","0","0","17","17","0","17","Tue May  1 12:57:10 2018","#757575","low","2","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","17","17","0","/Users/tom/github/sft-fraction/exp1/data/subject-5b.csv","legacy","#000000","high","4","Jazzy James","3.1.9","0","a","NA","space","space","space","a","NA","408","NA","27594","2593","1782","408","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","absent","33110","33110","NA","38899","1052","33094","53078","53597","1083","28699","31310","53597","54007","NA","53057","Fraction component detection task","17","9038","18","yes","1280"
"94.7368421053","94.7368421053","496.210526316","496.210526316","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","18","0","0","18","18","0","0","0","18","18","0","18","Tue May  1 12:57:10 2018","#000000","high","2","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","18","18","0","/Users/tom/github/sft-fraction/exp1/data/subject-5b.csv","legacy","#757575","low","4","Jazzy James","3.1.9","0","a","NA","space","space","space","a","NA","390","NA","27594","2593","1782","390","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","absent","33110","33110","NA","38899","1052","33094","54087","54608","1083","28699","31310","54608","55000","NA","54072","Fraction component detection task","18","9428","19","yes","1280"
"95","95","495.6","495.6","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","19","0","0","19","19","0","0","0","19","19","0","19","Tue May  1 12:57:10 2018","#757575","low","8","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","19","19","0","/Users/tom/github/sft-fraction/exp1/data/subject-5b.csv","legacy","#757575","low","6","Jazzy James","3.1.9","0","l","NA","space","space","space","l","NA","484","NA","27594","2593","1782","484","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","present","33110","33110","NA","38899","1052","33094","55084","55601","1083","28699","31310","55601","56087","NA","55063","Fraction component detection task","19","9912","20","yes","1280"
"95.2380952381","95.2380952381","501.380952381","501.380952381","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","20","0","0","20","20","0","0","0","20","20","0","20","Tue May  1 12:57:10 2018","#757575","low","8","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","20","20","0","/Users/tom/github/sft-fraction/exp1/data/subject-5b.csv","legacy","#000000","high","2","Jazzy James","3.1.9","0","l","NA","space","space","space","l","NA","617","NA","27594","2593","1782","617","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","present","33110","33110","NA","38899","1052","33094","56173","56692","1083","28699","31310","56692","57311","NA","56152","Fraction component detection task","20","10529","21","yes","1280"
"95.4545454545","95.4545454545","496.409090909","496.409090909","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","21","0","0","21","21","0","0","0","21","21","0","21","Tue May  1 12:57:10 2018","#000000","high","8","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","21","21","0","/Users/tom/github/sft-fraction/exp1/data/subject-5b.csv","legacy","#757575","low","8","Jazzy James","3.1.9","0","l","NA","space","space","space","l","NA","392","NA","27594","2593","1782","392","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","present","33110","33110","NA","38899","1052","33094","57399","57917","1083","28699","31310","57917","58311","NA","57379","Fraction component detection task","21","10921","22","yes","1280"
"95.652173913","95.652173913","494.260869565","494.260869565","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","22","0","0","22","22","0","0","0","22","22","0","22","Tue May  1 12:57:10 2018","#000000","high","2","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","22","22","0","/Users/tom/github/sft-fraction/exp1/data/subject-5b.csv","legacy","#757575","low","2","Jazzy James","3.1.9","0","a","NA","space","space","space","a","NA","447","NA","27594","2593","1782","447","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","absent","33110","33110","NA","38899","1052","33094","58393","58910","1083","28699","31310","58910","59359","NA","58377","Fraction component detection task","22","11368","23","yes","1280"
"95.8333333333","95.8333333333","496.625","496.625","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","23","0","0","23","23","0","0","0","23","23","0","23","Tue May  1 12:57:10 2018","#000000","high","2","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","23","23","0","/Users/tom/github/sft-fraction/exp1/data/subject-5b.csv","legacy","#757575","low","6","Jazzy James","3.1.9","0","l","NA","space","space","space","l","NA","551","NA","27594","2593","1782","551","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","present","33110","33110","NA","38899","1052","33094","59448","59966","1083","28699","31310","59966","60519","NA","59432","Fraction component detection task","23","11919","24","yes","1280"
"96","96","496.8","496.8","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","24","0","0","24","24","0","0","0","24","24","0","24","Tue May  1 12:57:10 2018","#757575","low","6","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","24","24","0","/Users/tom/github/sft-fraction/exp1/data/subject-5b.csv","legacy","#000000","high","2","Jazzy James","3.1.9","0","l","NA","space","space","space","l","NA","501","NA","27594","2593","1782","501","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","present","33110","33110","NA","38899","1052","33094","60608","61129","1083","28699","31310","61129","61632","NA","60588","Fraction component detection task","24","12420","25","yes","1280"
"96.1538461538","96.1538461538","495.884615385","495.884615385","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","25","0","0","25","25","0","0","0","25","25","0","25","Tue May  1 12:57:10 2018","#000000","high","6","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","25","25","0","/Users/tom/github/sft-fraction/exp1/data/subject-5b.csv","legacy","#757575","low","8","Jazzy James","3.1.9","0","l","NA","space","space","space","l","NA","473","NA","27594","2593","1782","473","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","present","33110","33110","NA","38899","1052","33094","61712","62229","1083","28699","31310","62229","62704","NA","61697","Fraction component detection task","25","12893","26","yes","1280"
"96.2962962963","96.2962962963","494.814814815","494.814814815","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","26","0","0","26","26","0","0","0","26","26","0","26","Tue May  1 12:57:10 2018","#757575","low","2","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","26","26","0","/Users/tom/github/sft-fraction/exp1/data/subject-5b.csv","legacy","#757575","low","3","Jazzy James","3.1.9","0","a","NA","space","space","space","a","NA","467","NA","27594","2593","1782","467","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","absent","33110","33110","NA","38899","1052","33094","62792","63308","1083","28699","31310","63308","63776","NA","62769","Fraction component detection task","26","13360","27","yes","1280"
"92.8571428571","92.8571428571","499.392857143","499.392857143","#808080","no","legacy","legacy","legacy","0","uniform","0","undefined","undefined","undefined","0","a","0","0","0","27","0","0","27","27","0","0","0","27","27","0","27","Tue May  1 12:57:10 2018","#757575","low","2","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","27","27","0","/Users/tom/github/sft-fraction/exp1/data/subject-5b.csv","legacy","#757575","low","4","Jazzy James","3.1.9","0","l","NA","space","space","space","l","NA","623","NA","27594","2593","1782","623","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","absent","33110","33110","NA","38899","1052","33094","63867","64383","1083","28699","31310","64383","65008","NA","63847","Fraction component detection task","26","13983","28","yes","1280"
"93.1034482759","93.1034482759","504.344827586","504.344827586","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","28","0","0","28","28","0","0","0","28","28","0","28","Tue May  1 12:57:10 2018","#757575","low","4","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","28","28","0","/Users/tom/github/sft-fraction/exp1/data/subject-5b.csv","legacy","#757575","low","3","Jazzy James","3.1.9","0","a","NA","space","space","space","a","NA","643","NA","27594","2593","1782","643","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","absent","33110","33110","NA","65033","1052","33094","66118","66635","1083","28699","31310","66635","67280","NA","66099","Fraction component detection task","27","14626","29","yes","1280"
"93.3333333333","93.3333333333","502.966666667","502.966666667","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","29","0","0","29","29","0","0","0","29","29","0","29","Tue May  1 12:57:10 2018","#757575","low","4","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","29","29","0","/Users/tom/github/sft-fraction/exp1/data/subject-5b.csv","legacy","#000000","high","2","Jazzy James","3.1.9","0","a","NA","space","space","space","a","NA","463","NA","27594","2593","1782","463","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","absent","33110","33110","NA","65033","1052","33094","67361","67879","1083","28699","31310","67879","68344","NA","67346","Fraction component detection task","28","15089","30","yes","1280"
"93.5483870968","93.5483870968","501.032258065","501.032258065","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","30","0","0","30","30","0","0","0","30","30","0","30","Tue May  1 12:57:10 2018","#757575","low","3","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","30","30","0","/Users/tom/github/sft-fraction/exp1/data/subject-5b.csv","legacy","#000000","high","2","Jazzy James","3.1.9","0","a","NA","space","space","space","a","NA","443","NA","27594","2593","1782","443","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","absent","33110","33110","NA","65033","1052","33094","68435","68955","1083","28699","31310","68955","69400","NA","68414","Fraction component detection task","29","15532","31","yes","1280"
"93.75","93.75","501.5","501.5","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","31","0","0","31","31","0","0","0","31","31","0","31","Tue May  1 12:57:10 2018","#757575","low","7","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","31","31","0","/Users/tom/github/sft-fraction/exp1/data/subject-5b.csv","legacy","#757575","low","8","Jazzy James","3.1.9","0","l","NA","space","space","space","l","NA","516","NA","27594","2593","1782","516","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","present","33110","33110","NA","65033","1052","33094","69498","70018","1083","28699","31310","70018","70536","NA","69477","Fraction component detection task","30","16048","32","yes","1280"
"93.9393939394","93.9393939394","499.484848485","499.484848485","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","32","0","0","32","32","0","0","0","32","32","0","32","Tue May  1 12:57:10 2018","#757575","low","2","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","32","32","0","/Users/tom/github/sft-fraction/exp1/data/subject-5b.csv","legacy","#000000","high","7","Jazzy James","3.1.9","0","l","NA","space","space","space","l","NA","435","NA","27594","2593","1782","435","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","present","33110","33110","NA","65033","1052","33094","70626","71147","1083","28699","31310","71147","71584","NA","70605","Fraction component detection task","31","16483","33","yes","1280"
