"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instructions1","correct_instructions2","correct_instructions3","correct_keyboard_response","correct_response","count_block_loop","count_block_sequence","count_end_of_experiment","count_error","count_experiment","count_experimental_loop","count_fixation_dot","count_fraction","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_logger","count_rest","count_trial_sequence","datetime","denomColor","denomSalience","denominator","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block_loop","live_row_experimental_loop","logfile","mouse_backend","numColor","numSalience","numerator","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_rest","response_time","response_time_end_of_experiment","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","response_time_rest","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_block_loop","time_block_sequence","time_end_of_experiment","time_error","time_experiment","time_experimental_loop","time_fixation_dot","time_fraction","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_logger","time_rest","time_trial_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","603","603","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Thu Apr 26 08:56:32 2018","#757575","low","7","The main experiment item","yes","","experiment.osexp","/Users/tom/github/sft-fraction/procedure","no","mono","no","24","no","white","no","yes","800","legacy","0","0","0","/Users/tom/github/sft-fraction/results/data/subject-1b.csv","legacy","#757575","low","3","Jazzy James","3.1.9","0","l","NA","space","space","a","l","NA","603","NA","29031","958","838","603","NA","2","legacy","1024","2","48000","-16","experiment","1","odd","present","32320","32320","NA","NA","1416","32305","32374","32892","1440","30489","31465","32892","33502","NA","32356","Fraction component detection task","1","603","1","yes","1280"
"100","100","604","604","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","1","0","0","1","1","0","0","0","1","1","0","1","Thu Apr 26 08:56:32 2018","#757575","low","3","The main experiment item","yes","","experiment.osexp","/Users/tom/github/sft-fraction/procedure","no","mono","no","24","no","white","no","yes","800","legacy","1","1","0","/Users/tom/github/sft-fraction/results/data/subject-1b.csv","legacy","#757575","low","4","Jazzy James","3.1.9","0","a","NA","space","space","a","a","NA","605","NA","29031","958","838","605","NA","2","legacy","1024","2","48000","-16","experiment","1","odd","absent","32320","32320","NA","NA","1416","32305","33599","34116","1440","30489","31465","34116","34723","NA","33581","Fraction component detection task","2","1208","2","yes","1280"
"100","100","541.333333333","541.333333333","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","2","0","0","2","2","0","0","0","2","2","0","2","Thu Apr 26 08:56:32 2018","#757575","low","2","The main experiment item","yes","","experiment.osexp","/Users/tom/github/sft-fraction/procedure","no","mono","no","24","no","white","no","yes","800","legacy","2","2","0","/Users/tom/github/sft-fraction/results/data/subject-1b.csv","legacy","#757575","low","2","Jazzy James","3.1.9","0","a","NA","space","space","a","a","NA","416","NA","29031","958","838","416","NA","2","legacy","1024","2","48000","-16","experiment","1","odd","absent","32320","32320","NA","NA","1416","32305","34811","35328","1440","30489","31465","35328","35746","NA","34791","Fraction component detection task","3","1624","3","yes","1280"
"100","100","521.25","521.25","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","3","0","0","3","3","0","0","0","3","3","0","3","Thu Apr 26 08:56:32 2018","#000000","high","3","The main experiment item","yes","","experiment.osexp","/Users/tom/github/sft-fraction/procedure","no","mono","no","24","no","white","no","yes","800","legacy","3","3","0","/Users/tom/github/sft-fraction/results/data/subject-1b.csv","legacy","#757575","low","8","Jazzy James","3.1.9","0","l","NA","space","space","a","l","NA","461","NA","29031","958","838","461","NA","2","legacy","1024","2","48000","-16","experiment","1","odd","present","32320","32320","NA","NA","1416","32305","35826","36346","1440","30489","31465","36347","36810","NA","35810","Fraction component detection task","4","2085","4","yes","1280"
"100","100","506.2","506.2","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","4","0","0","4","4","0","0","0","4","4","0","4","Thu Apr 26 08:56:32 2018","#000000","high","3","The main experiment item","yes","","experiment.osexp","/Users/tom/github/sft-fraction/procedure","no","mono","no","24","no","white","no","yes","800","legacy","4","4","0","/Users/tom/github/sft-fraction/results/data/subject-1b.csv","legacy","#000000","high","4","Jazzy James","3.1.9","0","a","NA","space","space","a","a","NA","446","NA","29031","958","838","446","NA","2","legacy","1024","2","48000","-16","experiment","1","odd","absent","32320","32320","NA","NA","1416","32305","36897","37418","1440","30489","31465","37418","37866","NA","36879","Fraction component detection task","5","2531","5","yes","1280"
"100","100","479.833333333","479.833333333","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","5","0","0","5","5","0","0","0","5","5","0","5","Thu Apr 26 08:56:32 2018","#000000","high","2","The main experiment item","yes","","experiment.osexp","/Users/tom/github/sft-fraction/procedure","no","mono","no","24","no","white","no","yes","800","legacy","5","5","0","/Users/tom/github/sft-fraction/results/data/subject-1b.csv","legacy","#000000","high","4","Jazzy James","3.1.9","0","a","NA","space","space","a","a","NA","348","NA","29031","958","838","348","NA","2","legacy","1024","2","48000","-16","experiment","1","odd","absent","32320","32320","NA","NA","1416","32305","37950","38469","1440","30489","31465","38469","38818","NA","37934","Fraction component detection task","6","2879","6","yes","1280"
"100","100","476.428571429","476.428571429","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","6","0","0","6","6","0","0","0","6","6","0","6","Thu Apr 26 08:56:32 2018","#000000","high","2","The main experiment item","yes","","experiment.osexp","/Users/tom/github/sft-fraction/procedure","no","mono","no","24","no","white","no","yes","800","legacy","6","6","0","/Users/tom/github/sft-fraction/results/data/subject-1b.csv","legacy","#757575","low","4","Jazzy James","3.1.9","0","a","NA","space","space","a","a","NA","456","NA","29031","958","838","456","NA","2","legacy","1024","2","48000","-16","experiment","1","odd","absent","32320","32320","NA","NA","1416","32305","38907","39425","1440","30489","31465","39425","39883","NA","38886","Fraction component detection task","7","3335","7","yes","1280"
"100","100","465.5","465.5","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","7","0","0","7","7","0","0","0","7","7","0","7","Thu Apr 26 08:56:32 2018","#757575","low","7","The main experiment item","yes","","experiment.osexp","/Users/tom/github/sft-fraction/procedure","no","mono","no","24","no","white","no","yes","800","legacy","7","7","0","/Users/tom/github/sft-fraction/results/data/subject-1b.csv","legacy","#000000","high","3","Jazzy James","3.1.9","0","l","NA","space","space","a","l","NA","389","NA","29031","958","838","389","NA","2","legacy","1024","2","48000","-16","experiment","1","odd","present","32320","32320","NA","NA","1416","32305","39971","40491","1440","30489","31465","40492","40882","NA","39950","Fraction component detection task","8","3724","8","yes","1280"
"100","100","464.111111111","464.111111111","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","8","0","0","8","8","0","0","0","8","8","0","8","Thu Apr 26 08:56:32 2018","#000000","high","3","The main experiment item","yes","","experiment.osexp","/Users/tom/github/sft-fraction/procedure","no","mono","no","24","no","white","no","yes","800","legacy","8","8","0","/Users/tom/github/sft-fraction/results/data/subject-1b.csv","legacy","#757575","low","4","Jazzy James","3.1.9","0","a","NA","space","space","a","a","NA","453","NA","29031","958","838","453","NA","2","legacy","1024","2","48000","-16","experiment","1","odd","absent","32320","32320","NA","NA","1416","32305","40966","41484","1440","30489","31465","41484","41939","NA","40951","Fraction component detection task","9","4177","9","yes","1280"
"100","100","462.6","462.6","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","9","0","0","9","9","0","0","0","9","9","0","9","Thu Apr 26 08:56:32 2018","#000000","high","4","The main experiment item","yes","","experiment.osexp","/Users/tom/github/sft-fraction/procedure","no","mono","no","24","no","white","no","yes","800","legacy","9","9","0","/Users/tom/github/sft-fraction/results/data/subject-1b.csv","legacy","#000000","high","8","Jazzy James","3.1.9","0","l","NA","space","space","a","l","NA","449","NA","29031","958","838","449","NA","2","legacy","1024","2","48000","-16","experiment","1","odd","present","32320","32320","NA","NA","1416","32305","42018","42536","1440","30489","31465","42536","42986","NA","42003","Fraction component detection task","10","4626","10","yes","1280"
