"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instructions1","correct_instructions2","correct_instructions3","correct_keyboard_response","correct_response","count_block_loop","count_block_sequence","count_end_of_experiment","count_error","count_experiment","count_experimental_loop","count_fixation_dot","count_fraction","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_logger","count_rest","count_trial_sequence","datetime","denomColor","denomSalience","denominator","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block_loop","live_row_experimental_loop","logfile","mouse_backend","numColor","numSalience","numerator","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_rest","response_time","response_time_end_of_experiment","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","response_time_rest","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_block_loop","time_block_sequence","time_end_of_experiment","time_error","time_experiment","time_experimental_loop","time_fixation_dot","time_fraction","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_logger","time_rest","time_trial_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","745.363636364","745.363636364","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","10","0","0","10","10","0","0","0","10","10","0","10","Tue May  1 10:34:00 2018","#000000","high","2","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","10","10","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#000000","high","4","Jazzy James","3.1.9","0","a","NA","space","space","l","a","NA","643","NA","28559","21485","29713","643","NA","2","legacy","1024","2","48000","-16","experiment","4","even","absent","80869","80868","NA","NA","1021","80852","94550","95067","1052","29630","51132","95067","95712","NA","94528","Fraction component detection task","11","8199","11","yes","1280"
"100","100","739.166666667","739.166666667","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","11","0","0","11","11","0","0","0","11","11","0","11","Tue May  1 10:34:00 2018","#000000","high","8","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","11","11","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#757575","low","4","Jazzy James","3.1.9","0","l","NA","space","space","l","l","NA","671","NA","28559","21485","29713","671","NA","2","legacy","1024","2","48000","-16","experiment","4","even","present","80869","80868","NA","NA","1021","80852","95795","96311","1052","29630","51132","96311","96984","NA","95779","Fraction component detection task","12","8870","12","yes","1280"
"100","100","725","725","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","12","0","0","12","12","0","0","0","12","12","0","12","Tue May  1 10:34:00 2018","#757575","low","4","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","12","12","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#000000","high","6","Jazzy James","3.1.9","0","l","NA","space","space","l","l","NA","555","NA","28559","21485","29713","555","NA","2","legacy","1024","2","48000","-16","experiment","4","even","present","80869","80868","NA","NA","1021","80852","97068","97586","1052","29630","51132","97586","98143","NA","97050","Fraction component detection task","13","9425","13","yes","1280"
"100","100","720","720","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","13","0","0","13","13","0","0","0","13","13","0","13","Tue May  1 10:34:00 2018","#757575","low","3","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","13","13","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#000000","high","2","Jazzy James","3.1.9","0","a","NA","space","space","l","a","NA","655","NA","28559","21485","29713","655","NA","2","legacy","1024","2","48000","-16","experiment","4","even","absent","80869","80868","NA","NA","1021","80852","98226","98743","1052","29630","51132","98743","99400","NA","98210","Fraction component detection task","14","10080","14","yes","1280"
"100","100","709.733333333","709.733333333","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","14","0","0","14","14","0","0","0","14","14","0","14","Tue May  1 10:34:00 2018","#757575","low","3","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","14","14","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#757575","low","4","Jazzy James","3.1.9","0","a","NA","space","space","l","a","NA","566","NA","28559","21485","29713","566","NA","2","legacy","1024","2","48000","-16","experiment","4","even","absent","80869","80868","NA","NA","1021","80852","99492","100008","1052","29630","51132","100008","100576","NA","99470","Fraction component detection task","15","10646","15","yes","1280"
"100","100","702.8125","702.8125","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","15","0","0","15","15","0","0","0","15","15","0","15","Tue May  1 10:34:00 2018","#757575","low","6","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","15","15","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#757575","low","7","Jazzy James","3.1.9","0","l","NA","space","space","l","l","NA","599","NA","28559","21485","29713","599","NA","2","legacy","1024","2","48000","-16","experiment","4","even","present","80869","80868","NA","NA","1021","80852","100663","101183","1052","29630","51132","101183","101784","NA","100646","Fraction component detection task","16","11245","16","yes","1280"
"100","100","692.411764706","692.411764706","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","16","0","0","16","16","0","0","0","16","16","0","16","Tue May  1 10:34:00 2018","#000000","high","4","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","16","16","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#000000","high","3","Jazzy James","3.1.9","0","a","NA","space","space","l","a","NA","526","NA","28559","21485","29713","526","NA","2","legacy","1024","2","48000","-16","experiment","4","even","absent","80869","80868","NA","NA","1021","80852","101867","102384","1052","29630","51132","102384","102912","NA","101851","Fraction component detection task","17","11771","17","yes","1280"
"100","100","682.722222222","682.722222222","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","17","0","0","17","17","0","0","0","17","17","0","17","Tue May  1 10:34:00 2018","#757575","low","7","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","17","17","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#000000","high","6","Jazzy James","3.1.9","0","l","NA","space","space","l","l","NA","518","NA","28559","21485","29713","518","NA","2","legacy","1024","2","48000","-16","experiment","4","even","present","80869","80868","NA","NA","1021","80852","103001","103518","1052","29630","51132","103519","104039","NA","102981","Fraction component detection task","18","12289","18","yes","1280"
"100","100","675.947368421","675.947368421","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","18","0","0","18","18","0","0","0","18","18","0","18","Tue May  1 10:34:00 2018","#757575","low","3","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","18","18","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#757575","low","4","Jazzy James","3.1.9","0","a","NA","space","space","l","a","NA","554","NA","28559","21485","29713","554","NA","2","legacy","1024","2","48000","-16","experiment","4","even","absent","80869","80868","NA","NA","1021","80852","104125","104643","1052","29630","51132","104643","105199","NA","104104","Fraction component detection task","19","12843","19","yes","1280"
"100","100","674.1","674.1","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","19","0","0","19","19","0","0","0","19","19","0","19","Tue May  1 10:34:00 2018","#000000","high","2","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","19","19","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#757575","low","7","Jazzy James","3.1.9","0","l","NA","space","space","l","l","NA","639","NA","28559","21485","29713","639","NA","2","legacy","1024","2","48000","-16","experiment","4","even","present","80869","80868","NA","NA","1021","80852","105290","105808","1052","29630","51132","105808","106449","NA","105270","Fraction component detection task","20","13482","20","yes","1280"
"100","100","667.952380952","667.952380952","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","20","0","0","20","20","0","0","0","20","20","0","20","Tue May  1 10:34:00 2018","#000000","high","4","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","20","20","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#757575","low","4","Jazzy James","3.1.9","0","a","NA","space","space","l","a","NA","545","NA","28559","21485","29713","545","NA","2","legacy","1024","2","48000","-16","experiment","4","even","absent","80869","80868","NA","NA","1021","80852","106533","107054","1052","29630","51132","107054","107600","NA","106516","Fraction component detection task","21","14027","21","yes","1280"
"100","100","664.090909091","664.090909091","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","21","0","0","21","21","0","0","0","21","21","0","21","Tue May  1 10:34:00 2018","#000000","high","6","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","21","21","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#757575","low","4","Jazzy James","3.1.9","0","l","NA","space","space","l","l","NA","583","NA","28559","21485","29713","583","NA","2","legacy","1024","2","48000","-16","experiment","4","even","present","80869","80868","NA","NA","1021","80852","107683","108200","1052","29630","51132","108200","108784","NA","107667","Fraction component detection task","22","14610","22","yes","1280"
"100","100","662.260869565","662.260869565","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","22","0","0","22","22","0","0","0","22","22","0","22","Tue May  1 10:34:00 2018","#757575","low","7","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","22","22","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#757575","low","8","Jazzy James","3.1.9","0","l","NA","space","space","l","l","NA","622","NA","28559","21485","29713","622","NA","2","legacy","1024","2","48000","-16","experiment","4","even","present","80869","80868","NA","NA","1021","80852","108864","109384","1052","29630","51132","109384","110008","NA","108849","Fraction component detection task","23","15232","23","yes","1280"
"100","100","660.541666667","660.541666667","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","23","0","0","23","23","0","0","0","23","23","0","23","Tue May  1 10:34:00 2018","#000000","high","8","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","23","23","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#757575","low","2","Jazzy James","3.1.9","0","l","NA","space","space","l","l","NA","621","NA","28559","21485","29713","621","NA","2","legacy","1024","2","48000","-16","experiment","4","even","present","80869","80868","NA","NA","1021","80852","110091","110609","1052","29630","51132","110609","111232","NA","110076","Fraction component detection task","24","15853","24","yes","1280"
"100","100","661.2","661.2","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","24","0","0","24","24","0","0","0","24","24","0","24","Tue May  1 10:34:00 2018","#757575","low","4","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","24","24","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#000000","high","2","Jazzy James","3.1.9","0","a","NA","space","space","l","a","NA","677","NA","28559","21485","29713","677","NA","2","legacy","1024","2","48000","-16","experiment","4","even","absent","80869","80868","NA","NA","1021","80852","111321","111842","1052","29630","51132","111842","112521","NA","111300","Fraction component detection task","25","16530","25","yes","1280"
"100","100","656.538461538","656.538461538","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","25","0","0","25","25","0","0","0","25","25","0","25","Tue May  1 10:34:00 2018","#757575","low","2","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","25","25","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#000000","high","2","Jazzy James","3.1.9","0","a","NA","space","space","l","a","NA","540","NA","28559","21485","29713","540","NA","2","legacy","1024","2","48000","-16","experiment","4","even","absent","80869","80868","NA","NA","1021","80852","112607","113123","1052","29630","51132","113123","113665","NA","112586","Fraction component detection task","26","17070","26","yes","1280"
"100","100","654.37037037","654.37037037","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","26","0","0","26","26","0","0","0","26","26","0","26","Tue May  1 10:34:00 2018","#757575","low","4","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","26","26","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#757575","low","6","Jazzy James","3.1.9","0","l","NA","space","space","l","l","NA","598","NA","28559","21485","29713","598","NA","2","legacy","1024","2","48000","-16","experiment","4","even","present","80869","80868","NA","NA","1021","80852","113747","114265","1052","29630","51132","114265","114865","NA","113732","Fraction component detection task","27","17668","27","yes","1280"
"100","100","651.678571429","651.678571429","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","27","0","0","27","27","0","0","0","27","27","0","27","Tue May  1 10:34:00 2018","#000000","high","7","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","27","27","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#000000","high","2","Jazzy James","3.1.9","0","l","NA","space","space","l","l","NA","579","NA","28559","21485","29713","579","NA","2","legacy","1024","2","48000","-16","experiment","4","even","present","80869","80868","NA","NA","1021","80852","114946","115466","1052","29630","51132","115467","116048","NA","114931","Fraction component detection task","28","18247","28","yes","1280"
"100","100","649.862068966","649.862068966","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","28","0","0","28","28","0","0","0","28","28","0","28","Tue May  1 10:34:00 2018","#757575","low","8","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","28","28","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#000000","high","6","Jazzy James","3.1.9","0","l","NA","space","space","l","l","NA","599","NA","28559","21485","29713","599","NA","2","legacy","1024","2","48000","-16","experiment","4","even","present","80869","80868","NA","NA","1021","80852","116136","116654","1052","29630","51132","116655","117256","NA","116116","Fraction component detection task","29","18846","29","yes","1280"
"100","100","645.666666667","645.666666667","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","29","0","0","29","29","0","0","0","29","29","0","29","Tue May  1 10:34:00 2018","#000000","high","2","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","29","29","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#000000","high","6","Jazzy James","3.1.9","0","l","NA","space","space","l","l","NA","524","NA","28559","21485","29713","524","NA","2","legacy","1024","2","48000","-16","experiment","4","even","present","80869","80868","NA","NA","1021","80852","117340","117859","1052","29630","51132","117859","118385","NA","117321","Fraction component detection task","30","19370","30","yes","1280"
"100","100","646.548387097","646.548387097","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","30","0","0","30","30","0","0","0","30","30","0","30","Tue May  1 10:34:00 2018","#000000","high","8","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","30","30","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#000000","high","2","Jazzy James","3.1.9","0","l","NA","space","space","l","l","NA","673","NA","28559","21485","29713","673","NA","2","legacy","1024","2","48000","-16","experiment","4","even","present","80869","80868","NA","NA","1021","80852","118473","118990","1052","29630","51132","118990","119665","NA","118453","Fraction component detection task","31","20043","31","yes","1280"
"100","100","645.25","645.25","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","a","0","0","0","31","0","0","31","31","0","0","0","31","31","0","31","Tue May  1 10:34:00 2018","#000000","high","3","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","31","31","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#000000","high","4","Jazzy James","3.1.9","0","a","NA","space","space","l","a","NA","605","NA","28559","21485","29713","605","NA","2","legacy","1024","2","48000","-16","experiment","4","even","absent","80869","80868","NA","NA","1021","80852","119748","120265","1052","29630","51132","120266","120873","NA","119732","Fraction component detection task","32","20648","32","yes","1280"
"100","100","644.060606061","644.060606061","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","32","0","0","32","32","0","0","0","32","32","0","32","Tue May  1 10:34:00 2018","#000000","high","3","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","32","32","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#757575","low","8","Jazzy James","3.1.9","0","l","NA","space","space","l","l","NA","606","NA","28559","21485","29713","606","NA","2","legacy","1024","2","48000","-16","experiment","4","even","present","80869","80868","NA","NA","1021","80852","120964","121480","1052","29630","51132","121480","122088","NA","120942","Fraction component detection task","33","21254","33","yes","1280"
"100","100","642.617647059","642.617647059","#808080","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","l","0","0","0","33","0","0","33","33","0","0","0","33","33","0","33","Tue May  1 10:34:00 2018","#000000","high","6","The main experiment item","yes","","exp1.osexp","/Users/tom/github/sft-fraction/exp1","no","mono","no","24","no","white","no","yes","800","legacy","33","33","0","/Users/tom/github/sft-fraction/exp1/data/subject-4b.csv","legacy","#757575","low","7","Jazzy James","3.1.9","0","l","NA","space","space","l","l","NA","595","NA","28559","21485","29713","595","NA","2","legacy","1024","2","48000","-16","experiment","4","even","present","80869","80868","NA","NA","1021","80852","122172","122691","1052","29630","51132","122691","123288","NA","122156","Fraction component detection task","34","21849","34","yes","1280"
